Time,feed_pressure
2023/06/16 13:30,7.395718649
2023/06/16 13:40,8.210215796
2023/06/16 13:50,8.5070399
2023/06/16 14:00,8.621019856
2023/06/16 14:10,8.653503423
2023/06/16 14:20,8.658555142
2023/06/16 14:30,8.685846697
2023/06/16 14:40,8.735425929
2023/06/16 14:50,8.786058972
2023/06/16 15:00,8.833304093
2023/06/16 15:10,8.872337334
2023/06/16 15:20,8.888434598
2023/06/16 15:30,8.899874436
2023/06/16 15:40,8.95882788
2023/06/16 15:50,9.009598717
2023/06/16 16:00,9.052147289
2023/06/16 16:10,9.090483759
2023/06/16 16:20,9.13848948
2023/06/16 16:30,9.210332468
2023/06/16 16:40,9.260079865
2023/06/16 16:50,9.301205938
2023/06/16 17:00,9.350785169
2023/06/16 17:10,9.393360179
2023/06/16 17:20,9.428878091
2023/06/16 17:30,9.505433301
2023/06/16 17:40,8.116948026
2023/06/16 17:50,3.26381378
2023/06/16 18:00,1.232107949
2023/06/16 18:10,0.609843329
2023/06/16 18:20,1.71753687
2023/06/16 18:30,4.072632757
2023/06/16 18:40,7.687928316
2023/06/16 18:50,8.215110583
2023/06/16 19:00,8.366263304
2023/06/16 19:10,8.463885378
2023/06/16 19:20,8.52801941
2023/06/16 19:30,8.57827999
2023/06/16 19:40,8.634889881
2023/06/16 19:50,8.693828219
2023/06/16 20:00,8.755125216
2023/06/16 20:10,8.808016896
2023/06/16 20:20,8.850558764
2023/06/16 20:30,8.870843579
2023/06/16 20:40,8.921320197
2023/06/16 20:50,8.984396892
2023/06/16 21:00,9.04217856
2023/06/16 21:10,9.092403008
2023/06/16 21:20,9.13495158
2023/06/16 21:30,9.171200884
2023/06/16 21:40,9.213998541
2023/06/16 21:50,9.274123762
2023/06/16 22:00,9.322836074
2023/06/16 22:10,9.364876656
2023/06/16 22:20,9.391020354
2023/06/16 22:30,9.449093629
2023/06/16 22:40,9.539685043
2023/06/16 22:50,9.585165542
2023/06/16 23:00,8.038529668
2023/06/16 23:10,2.702623445
2023/06/16 23:20,0.906190724
2023/06/16 23:30,1.027776339
2023/06/16 23:40,4.630182354
2023/06/16 23:50,7.004675976
2023/06/17 0:00,8.12525906
2023/06/17 0:10,8.346397156
2023/06/17 0:20,8.431573848
2023/06/17 0:30,8.444828004
2023/06/17 0:40,8.512595645
2023/06/17 0:50,8.600825691
2023/06/17 1:00,8.655092029
2023/06/17 1:10,8.702410799
2023/06/17 1:20,8.742615817
2023/06/17 1:30,8.749300281
2023/06/17 1:40,8.771977497
2023/06/17 1:50,8.842648708
2023/06/17 2:00,8.935266795
2023/06/17 2:10,9.028038696
2023/06/17 2:20,9.028403308
2023/06/17 2:30,9.083116577
2023/06/17 2:40,9.193628194
2023/06/17 2:50,9.221448103
2023/06/17 3:00,9.255877707
2023/06/17 3:10,9.330064248
2023/06/17 3:20,9.369332191
2023/06/17 3:30,9.394982566
2023/06/17 3:40,9.438702915
2023/06/17 3:50,9.483578043
2023/06/17 4:00,9.529641945
2023/06/17 4:10,6.315499545
2023/06/17 4:20,3.209164531
2023/06/17 4:30,1.312422757
2023/06/17 4:40,0.694248119
2023/06/17 4:50,1.041743048
2023/06/17 5:00,5.302687538
2023/06/17 5:10,7.711581601
2023/06/17 5:20,8.208779511
2023/06/17 5:30,8.297321118
2023/06/17 5:40,8.356870365
2023/06/17 5:50,8.466210206
2023/06/17 6:00,8.530973277
2023/06/17 6:10,8.574149188
2023/06/17 6:20,8.600292886
2023/06/17 6:30,8.639104551
2023/06/17 6:40,8.691027336
2023/06/17 6:50,8.773236849
2023/06/17 7:00,8.850271345
2023/06/17 7:10,8.90570946
2023/06/17 7:20,8.949002077
2023/06/17 7:30,8.988460689
2023/06/17 7:40,9.043898804
2023/06/17 7:50,9.0970368
2023/06/17 8:00,9.147787808
2023/06/17 8:10,9.21001823
2023/06/17 8:20,9.26276727
2023/06/17 8:30,9.288910968
2023/06/17 8:40,9.349029013
2023/06/17 8:50,9.417517503
2023/06/17 9:00,9.416710339
2023/06/17 9:10,9.442892593
2023/06/17 9:20,9.497158931
2023/06/17 9:30,5.433422944
2023/06/17 9:40,1.910302652
2023/06/17 9:50,0.960356406
2023/06/17 10:00,0.833082596
2023/06/17 10:10,1.438234371
2023/06/17 10:20,5.727301499
2023/06/17 10:30,8.028196344
2023/06/17 10:40,8.254713848
2023/06/17 10:50,8.318677889
2023/06/17 11:00,8.368835172
2023/06/17 11:10,8.434819276
2023/06/17 11:20,8.491922648
2023/06/17 11:30,8.54501721
2023/06/17 11:40,8.598111771
2023/06/17 11:50,8.649488325
2023/06/17 12:00,8.699067556
2023/06/17 12:10,8.751770455
2023/06/17 12:20,8.811287001
2023/06/17 12:30,8.886645319
2023/06/17 12:40,8.94022672
2023/06/17 12:50,8.98601365
2023/06/17 13:00,9.053169532
2023/06/17 13:10,9.09344694
2023/06/17 13:20,9.105529319
2023/06/17 13:30,9.173795225
2023/06/17 13:40,9.237688323
2023/06/17 13:50,9.273206235
2023/06/17 14:00,9.344177834
2023/06/17 14:10,9.426434432
2023/06/17 14:20,9.458437013
2023/06/17 14:30,9.483586449
2023/06/17 14:40,9.501527711
2023/06/17 14:50,4.912784988
2023/06/17 15:00,1.133740399
2023/06/17 15:10,0.818897094
2023/06/17 15:20,2.419903252
2023/06/17 15:30,4.861021362
2023/06/17 15:40,6.956522613
2023/06/17 15:50,8.113866059
2023/06/17 16:00,8.281794731
2023/06/17 16:10,8.347914929
2023/06/17 16:20,8.395974911
2023/06/17 16:30,8.431492823
2023/06/17 16:40,8.462989775
2023/06/17 16:50,8.498807886
2023/06/17 17:00,8.599945289
2023/06/17 17:10,8.678871341
2023/06/17 17:20,8.734309456
2023/06/17 17:30,8.788709495
2023/06/17 17:40,8.846994055
2023/06/17 17:50,8.915321713
2023/06/17 18:00,8.953119978
2023/06/17 18:10,8.982329935
2023/06/17 18:20,9.069406019
2023/06/17 18:30,9.133163969
2023/06/17 18:40,9.17219721
2023/06/17 18:50,9.225752488
2023/06/17 19:00,9.279520278
2023/06/17 19:10,9.32909951
2023/06/17 19:20,9.360218522
2023/06/17 19:30,8.890444754
2023/06/17 19:40,3.108091629
2023/06/17 19:50,0.109820324
2023/06/17 20:00,0.0715163075
2023/06/17 20:10,0.067416838
2023/06/17 20:20,0.0677814505
2023/06/17 20:30,0.0681460629
2023/06/17 20:40,3.23975373
2023/06/17 20:50,7.594448219
2023/06/17 21:00,8.90134379
2023/06/17 21:10,9.600242448
2023/06/17 21:20,9.650993457
2023/06/17 21:30,4.762421607
2023/06/17 21:40,0.776706367
2023/06/17 21:50,0.707936158
2023/06/17 22:00,3.552564856
2023/06/17 22:10,7.441615954
2023/06/17 22:20,7.993887365
2023/06/17 22:30,8.29695402
2023/06/17 22:40,8.333643708
2023/06/17 22:50,8.422079783
2023/06/17 23:00,8.502431607
2023/06/17 23:10,8.544980179
2023/06/17 23:20,8.619539057
2023/06/17 23:30,8.70391291
2023/06/17 23:40,8.732400162
2023/06/17 23:50,8.760321826
2023/06/18 0:00,8.787637301
2023/06/18 0:10,8.862523257
2023/06/18 0:20,8.932489262
2023/06/18 0:30,8.973866057
2023/06/18 0:40,9.036029093
2023/06/18 0:50,9.101712244
2023/06/18 1:00,9.098561526
2023/06/18 1:10,9.141159669
2023/06/18 1:20,9.23292286
2023/06/18 1:30,9.264751516
2023/06/18 1:40,9.294494014
2023/06/18 1:50,9.339386139
2023/06/18 2:00,9.387473
2023/06/18 2:10,9.438293219
2023/06/18 2:20,9.503105547
2023/06/18 2:30,7.386876128
2023/06/18 2:40,2.920428174
2023/06/18 2:50,1.469076405
2023/06/18 3:00,0.71733226
2023/06/18 3:10,0.715353319
2023/06/18 3:20,3.756553986
2023/06/18 3:30,7.883000296
2023/06/18 3:40,8.132953334
2023/06/18 3:50,8.295042952
2023/06/18 4:00,8.362198833
2023/06/18 4:10,8.435545396
2023/06/18 4:20,7.185975862
2023/06/18 4:30,2.539074306
2023/06/18 4:40,0.642203174
2023/06/18 4:50,0.0863766843
2023/06/18 5:00,0.0867412967
2023/06/18 5:10,0.0871059092
2023/06/18 5:20,0.0874705216
2023/06/18 5:30,4.8262812
2023/06/18 5:40,8.723071563
2023/06/18 5:50,8.785540338
2023/06/18 6:00,8.79385912
2023/06/18 6:10,8.783350287
2023/06/18 6:20,8.850506168
2023/06/18 6:30,8.914853783
2023/06/18 6:40,8.976150781
2023/06/18 6:50,9.009632199
2023/06/18 7:00,9.043215027
2023/06/18 7:10,9.086935376
2023/06/18 7:20,9.123495895
2023/06/18 7:30,9.158793457
2023/06/18 7:40,9.218918678
2023/06/18 7:50,9.265583104
2023/06/18 8:00,9.297585685
2023/06/18 8:10,9.371794478
2023/06/18 8:20,9.452492296
2023/06/18 8:30,9.534881273
2023/06/18 8:40,9.584685512
2023/06/18 8:50,9.619397753
2023/06/18 9:00,9.658430994
2023/06/18 9:10,7.037085898
2023/06/18 9:20,1.510180081
2023/06/18 9:30,0.75407383
2023/06/18 9:40,1.861978624
2023/06/18 9:50,6.091285144
2023/06/18 10:00,7.802935406
2023/06/18 10:10,8.284053443
2023/06/18 10:20,8.378160187
2023/06/18 10:30,8.458284611
2023/06/18 10:40,8.523096939
2023/06/18 10:50,8.571463729
2023/06/18 11:00,8.621423103
2023/06/18 11:10,8.681548325
2023/06/18 11:20,8.759123418
2023/06/18 11:30,8.839990377
2023/06/18 11:40,8.860275192
2023/06/18 11:50,8.880001502
2023/06/18 12:00,8.89911454
2023/06/18 12:10,8.995257022
2023/06/18 12:20,9.081851648
2023/06/18 12:30,9.115026007
2023/06/18 12:40,9.148992754
2023/06/18 12:50,9.186994688
2023/06/18 13:00,9.269383665
2023/06/18 13:10,9.33504107
2023/06/18 13:20,9.382276748
2023/06/18 13:30,4.318675931
2023/06/18 13:40,0.122772604
2023/06/18 13:50,0.110247673
2023/06/18 14:00,0.106430368
2023/06/18 14:10,0.10679498
2023/06/18 14:20,0.107159593
2023/06/18 14:30,2.546330533
2023/06/18 14:40,7.677905069
2023/06/18 14:50,8.998775342
2023/06/18 15:00,9.561723518
2023/06/18 15:10,9.559744577
2023/06/18 15:20,6.884018532
2023/06/18 15:30,3.105695264
2023/06/18 15:40,1.622590645
2023/06/18 15:50,0.824657161
2023/06/18 16:00,0.785181367
2023/06/18 16:10,4.564757588
2023/06/18 16:20,7.810407376
2023/06/18 16:30,8.193942951
2023/06/18 16:40,8.377601285
2023/06/18 16:50,8.461118353
2023/06/18 17:00,8.500151595
2023/06/18 17:10,8.571950991
2023/06/18 17:20,8.680119054
2023/06/18 17:30,8.693063317
2023/06/18 17:40,8.71406297
2023/06/18 17:50,8.792936617
2023/06/18 18:00,8.848133012
2023/06/18 18:10,8.891939378
2023/06/18 18:20,8.936831503
2023/06/18 18:30,9.011115928
2023/06/18 18:40,9.118112215
2023/06/18 18:50,9.160651628
2023/06/18 19:00,9.194785691
2023/06/18 19:10,9.23147538
2023/06/18 19:20,9.265011248
2023/06/18 19:30,9.301104945
2023/06/18 19:40,9.389352806
2023/06/18 19:50,9.44825007
2023/06/18 20:00,9.474393768
2023/06/18 20:10,9.557788403
2023/06/18 20:20,9.632957625
2023/06/18 20:30,9.66378843
2023/06/18 20:40,6.500625207
2023/06/18 20:50,2.061018177
2023/06/18 21:00,1.241139139
2023/06/18 21:10,1.001355005
2023/06/18 21:20,1.410669666
2023/06/18 21:30,5.065452776
2023/06/18 21:40,8.133331551
2023/06/18 21:50,8.34813129
2023/06/18 22:00,8.442538201
2023/06/18 22:10,8.227835438
2023/06/18 22:20,4.758569408
2023/06/18 22:30,2.099949351
2023/06/18 22:40,0.350851434
2023/06/18 22:50,0.125754827
2023/06/18 23:00,0.126119439
2023/06/18 23:10,0.126484051
2023/06/18 23:20,0.126848664
2023/06/18 23:30,0.409969181
2023/06/18 23:40,4.408435702
2023/06/18 23:50,7.166197541
2023/06/19 0:00,8.528166614
2023/06/19 0:10,8.788559888
2023/06/19 0:20,8.864104406
2023/06/19 0:30,8.883217445
2023/06/19 0:40,8.914895404
2023/06/19 0:50,8.955055226
2023/06/19 1:00,9.025726437
2023/06/19 1:10,9.085384899
2023/06/19 1:20,9.132620577
2023/06/19 1:30,9.21450874
2023/06/19 1:40,9.282626781
2023/06/19 1:50,9.299396267
2023/06/19 2:00,9.344408496
2023/06/19 2:10,9.402711562
2023/06/19 2:20,9.452290794
2023/06/19 2:30,9.495271818
2023/06/19 2:40,9.53078973
2023/06/19 2:50,9.580565296
2023/06/19 3:00,9.627130012
2023/06/19 3:10,9.659132594
2023/06/19 3:20,5.995046469
